conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3806,skill/competence,cross-sector,Dart 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3807,skill/competence,cross-sector,Scala 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3808,skill/competence,cross-sector,R 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3809,skill/competence,cross-sector,MATLAB 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3810,skill/competence,cross-sector,Perl 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3811,skill/competence,cross-sector,Lua 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3812,skill/competence,cross-sector,Haskell 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3813,skill/competence,cross-sector,Julia 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3814,skill/competence,cross-sector,Objective-C 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3815,skill/competence,cross-sector,Assembly 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3816,skill/competence,cross-sector,SQL 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3817,skill/competence,cross-sector,NoSQL 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3818,skill/competence,cross-sector,Bash 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3819,skill/competence,cross-sector,Shell 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3820,skill/competence,cross-sector,PowerShell 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3821,skill/competence,cross-sector,React 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3822,skill/competence,cross-sector,Angular 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3823,skill/competence,cross-sector,Vue 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3824,skill/competence,cross-sector,Svelte 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3825,skill/competence,cross-sector,Next.js 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3826,skill/competence,cross-sector,Nuxt.js 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3827,skill/competence,cross-sector,Gatsby 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3828,skill/competence,cross-sector,Ember 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3829,skill/competence,cross-sector,Backbone 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3830,skill/competence,cross-sector,jQuery 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3831,skill/competence,cross-sector,Bootstrap 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3832,skill/competence,cross-sector,Tailwind CSS 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3833,skill/competence,cross-sector,Material-UI 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3834,skill/competence,cross-sector,Chakra UI 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3835,skill/competence,cross-sector,Sass 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3836,skill/competence,cross-sector,LESS 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3837,skill/competence,cross-sector,Node.js 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3838,skill/competence,cross-sector,Express 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3839,skill/competence,cross-sector,NestJS 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3840,skill/competence,cross-sector,Django 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3841,skill/competence,cross-sector,Flask 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3842,skill/competence,cross-sector,FastAPI 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3843,skill/competence,cross-sector,Spring Boot 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3844,skill/competence,cross-sector,Ruby on Rails 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3845,skill/competence,cross-sector,Laravel 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3846,skill/competence,cross-sector,Symfony 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3847,skill/competence,cross-sector,CodeIgniter 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3848,skill/competence,cross-sector,ASP.NET 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3849,skill/competence,cross-sector,Entity Framework 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3850,skill/competence,cross-sector,Flutter 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3851,skill/competence,cross-sector,React Native 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3852,skill/competence,cross-sector,Ionic 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3853,skill/competence,cross-sector,Xamarin 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3854,skill/competence,cross-sector,Cordova 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3855,skill/competence,cross-sector,Electron 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3856,skill/competence,cross-sector,Tauri 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3857,skill/competence,cross-sector,Machine Learning 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3858,skill/competence,cross-sector,Deep Learning 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3859,skill/competence,cross-sector,Artificial Intelligence 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3860,skill/competence,cross-sector,Data Science 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3861,skill/competence,cross-sector,Data Analytics 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3862,skill/competence,cross-sector,Data Engineering 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3863,skill/competence,cross-sector,Computer Vision 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3864,skill/competence,cross-sector,Natural Language Processing 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3865,skill/competence,cross-sector,NLP 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3866,skill/competence,cross-sector,Neural Networks 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3867,skill/competence,cross-sector,TensorFlow 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3868,skill/competence,cross-sector,PyTorch 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3869,skill/competence,cross-sector,Keras 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3870,skill/competence,cross-sector,Scikit-Learn 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3871,skill/competence,cross-sector,Pandas 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3872,skill/competence,cross-sector,NumPy 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3873,skill/competence,cross-sector,Matplotlib 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3874,skill/competence,cross-sector,Seaborn 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3875,skill/competence,cross-sector,Plotly 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3876,skill/competence,cross-sector,SciPy 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3877,skill/competence,cross-sector,NLTK 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3878,skill/competence,cross-sector,Spacy 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3879,skill/competence,cross-sector,HuggingFace 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3880,skill/competence,cross-sector,OpenCV 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3881,skill/competence,cross-sector,Apache Spark 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3882,skill/competence,cross-sector,Hadoop 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3883,skill/competence,cross-sector,Kafka 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3884,skill/competence,cross-sector,Airflow 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3885,skill/competence,cross-sector,Tableau 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3886,skill/competence,cross-sector,Power BI 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3887,skill/competence,cross-sector,MySQL 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3888,skill/competence,cross-sector,PostgreSQL 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3889,skill/competence,cross-sector,SQLite 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3890,skill/competence,cross-sector,Oracle 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3891,skill/competence,cross-sector,SQL Server 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3892,skill/competence,cross-sector,MongoDB 3793,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3893,skill/competence,cross-sector,Python 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3894,skill/competence,cross-sector,Java 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3895,skill/competence,cross-sector,JavaScript 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3896,skill/competence,cross-sector,TypeScript 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3897,skill/competence,cross-sector,C 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3898,skill/competence,cross-sector,C++ 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3899,skill/competence,cross-sector,C# 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3900,skill/competence,cross-sector,Ruby 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3901,skill/competence,cross-sector,PHP 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3902,skill/competence,cross-sector,Swift 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3903,skill/competence,cross-sector,Kotlin 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3904,skill/competence,cross-sector,Go 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3905,skill/competence,cross-sector,Rust 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3906,skill/competence,cross-sector,Dart 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3907,skill/competence,cross-sector,Scala 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3908,skill/competence,cross-sector,R 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3909,skill/competence,cross-sector,MATLAB 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3910,skill/competence,cross-sector,Perl 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3911,skill/competence,cross-sector,Lua 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3912,skill/competence,cross-sector,Haskell 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3913,skill/competence,cross-sector,Julia 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3914,skill/competence,cross-sector,Objective-C 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3915,skill/competence,cross-sector,Assembly 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3916,skill/competence,cross-sector,SQL 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3917,skill/competence,cross-sector,NoSQL 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3918,skill/competence,cross-sector,Bash 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3919,skill/competence,cross-sector,Shell 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3920,skill/competence,cross-sector,PowerShell 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3921,skill/competence,cross-sector,React 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3922,skill/competence,cross-sector,Angular 3893,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3923,skill/competence,cross-sector,Vue 3893,,Massive generated dataset
